1.000000000000000000e+00	2.272000000000000000e+03
2.000000000000000000e+00	nan
3.000000000000000000e+00	1.386000000000000000e+03
4.000000000000000000e+00	1.365000000000000000e+03
5.000000000000000000e+00	1.488000000000000000e+03
6.000000000000000000e+00	1.337000000000000000e+03
7.000000000000000000e+00	1.883000000000000000e+03
8.000000000000000000e+00	2.283000000000000000e+03
9.000000000000000000e+00	1.335000000000000000e+03
1.000000000000000000e+01	1.025000000000000000e+03
1.100000000000000000e+01	1.139000000000000000e+03
1.200000000000000000e+01	1.477000000000000000e+03
1.300000000000000000e+01	1.203000000000000000e+03
1.400000000000000000e+01	1.311000000000000000e+03
1.500000000000000000e+01	1.299000000000000000e+03
1.600000000000000000e+01	1.494000000000000000e+03
1.700000000000000000e+01	1.159000000000000000e+03
1.800000000000000000e+01	1.365000000000000000e+03
1.900000000000000000e+01	1.272000000000000000e+03
2.000000000000000000e+01	1.246000000000000000e+03
2.100000000000000000e+01	1.071000000000000000e+03
2.200000000000000000e+01	1.876000000000000000e+03
2.300000000000000000e+01	nan
2.400000000000000000e+01	1.410000000000000000e+03
2.500000000000000000e+01	9.250000000000000000e+02
2.600000000000000000e+01	1.533000000000000000e+03
2.700000000000000000e+01	2.104000000000000000e+03
2.800000000000000000e+01	2.113000000000000000e+03
2.900000000000000000e+01	1.993000000000000000e+03
3.000000000000000000e+01	1.045000000000000000e+03
3.100000000000000000e+01	2.090000000000000000e+03
3.200000000000000000e+01	2.227000000000000000e+03
3.300000000000000000e+01	1.413000000000000000e+03
3.400000000000000000e+01	1.718000000000000000e+03
3.500000000000000000e+01	1.721000000000000000e+03
3.600000000000000000e+01	1.291000000000000000e+03
3.700000000000000000e+01	1.838000000000000000e+03
3.800000000000000000e+01	2.540000000000000000e+03
3.900000000000000000e+01	1.608000000000000000e+03
4.000000000000000000e+01	2.455000000000000000e+03
4.100000000000000000e+01	1.929000000000000000e+03
4.200000000000000000e+01	1.767000000000000000e+03
4.300000000000000000e+01	1.203000000000000000e+03
4.400000000000000000e+01	1.761000000000000000e+03
4.500000000000000000e+01	1.723000000000000000e+03
4.600000000000000000e+01	2.160000000000000000e+03
4.700000000000000000e+01	8.080000000000000000e+02
4.800000000000000000e+01	nan
4.900000000000000000e+01	1.324000000000000000e+03
5.000000000000000000e+01	1.809000000000000000e+03
5.100000000000000000e+01	1.933000000000000000e+03
5.200000000000000000e+01	1.351000000000000000e+03
5.300000000000000000e+01	2.013000000000000000e+03
5.400000000000000000e+01	1.207000000000000000e+03
5.500000000000000000e+01	2.170000000000000000e+03
5.600000000000000000e+01	1.700000000000000000e+03
5.700000000000000000e+01	1.899000000000000000e+03
5.800000000000000000e+01	1.757000000000000000e+03
5.900000000000000000e+01	1.475000000000000000e+03
6.000000000000000000e+01	1.921000000000000000e+03
6.100000000000000000e+01	1.971000000000000000e+03
6.200000000000000000e+01	1.809000000000000000e+03
6.300000000000000000e+01	1.365000000000000000e+03
6.400000000000000000e+01	1.775000000000000000e+03
6.500000000000000000e+01	1.687000000000000000e+03
6.600000000000000000e+01	1.706000000000000000e+03
6.700000000000000000e+01	1.353000000000000000e+03
6.800000000000000000e+01	1.316000000000000000e+03
6.900000000000000000e+01	1.512000000000000000e+03
7.000000000000000000e+01	2.430000000000000000e+03
7.100000000000000000e+01	1.788000000000000000e+03
7.200000000000000000e+01	1.380000000000000000e+03
7.300000000000000000e+01	1.357000000000000000e+03
7.400000000000000000e+01	9.900000000000000000e+02
7.500000000000000000e+01	1.586000000000000000e+03
7.600000000000000000e+01	2.057000000000000000e+03
7.700000000000000000e+01	1.690000000000000000e+03
7.800000000000000000e+01	1.458000000000000000e+03
7.900000000000000000e+01	1.201000000000000000e+03
8.000000000000000000e+01	1.949000000000000000e+03
8.100000000000000000e+01	1.493000000000000000e+03
8.200000000000000000e+01	1.653000000000000000e+03
8.300000000000000000e+01	1.217000000000000000e+03
8.400000000000000000e+01	1.457000000000000000e+03
8.500000000000000000e+01	1.179000000000000000e+03
8.600000000000000000e+01	1.484000000000000000e+03
8.700000000000000000e+01	2.730000000000000000e+03
8.800000000000000000e+01	1.414000000000000000e+03
8.900000000000000000e+01	1.060000000000000000e+03
9.000000000000000000e+01	1.573000000000000000e+03
9.100000000000000000e+01	1.260000000000000000e+03
9.200000000000000000e+01	1.216000000000000000e+03
9.300000000000000000e+01	9.810000000000000000e+02
9.400000000000000000e+01	1.345000000000000000e+03
9.500000000000000000e+01	nan
9.600000000000000000e+01	1.667000000000000000e+03
9.700000000000000000e+01	7.300000000000000000e+02
9.800000000000000000e+01	1.034000000000000000e+03
9.900000000000000000e+01	1.628000000000000000e+03
1.000000000000000000e+02	1.155000000000000000e+03
1.010000000000000000e+02	1.305000000000000000e+03
1.020000000000000000e+02	1.444000000000000000e+03
1.030000000000000000e+02	2.242000000000000000e+03
1.040000000000000000e+02	1.842000000000000000e+03
1.050000000000000000e+02	1.210000000000000000e+03
1.060000000000000000e+02	1.384000000000000000e+03
1.070000000000000000e+02	1.313000000000000000e+03
1.080000000000000000e+02	1.508000000000000000e+03
1.090000000000000000e+02	1.796000000000000000e+03
1.100000000000000000e+02	1.265000000000000000e+03
1.110000000000000000e+02	1.090000000000000000e+03
1.120000000000000000e+02	2.159000000000000000e+03
1.130000000000000000e+02	1.167000000000000000e+03
1.140000000000000000e+02	1.391000000000000000e+03
1.150000000000000000e+02	1.445000000000000000e+03
1.160000000000000000e+02	1.196000000000000000e+03
1.170000000000000000e+02	1.049000000000000000e+03
1.180000000000000000e+02	1.999000000000000000e+03
1.190000000000000000e+02	4.720000000000000000e+02
1.200000000000000000e+02	1.285000000000000000e+03
1.210000000000000000e+02	1.737000000000000000e+03
1.220000000000000000e+02	1.534000000000000000e+03
1.230000000000000000e+02	2.636000000000000000e+03
1.240000000000000000e+02	1.372000000000000000e+03
1.250000000000000000e+02	1.325000000000000000e+03
1.260000000000000000e+02	8.330000000000000000e+02
1.270000000000000000e+02	1.200000000000000000e+03
1.280000000000000000e+02	2.431000000000000000e+03
1.290000000000000000e+02	1.740000000000000000e+03
1.300000000000000000e+02	2.121000000000000000e+03
1.310000000000000000e+02	1.726000000000000000e+03
1.320000000000000000e+02	1.344000000000000000e+03
1.330000000000000000e+02	1.072000000000000000e+03
1.340000000000000000e+02	1.386000000000000000e+03
1.350000000000000000e+02	1.054000000000000000e+03
1.360000000000000000e+02	1.051000000000000000e+03
1.370000000000000000e+02	1.270000000000000000e+03
